Date,S&P500 Open,S&P500 Close,DJ Open,DJ Close,NAS Open,NAS Close,Bank_Open,Bank_Close,Biotech_Open,Biotech_Close,Healthcare_Open,Healthcare_Close,Housing_Open,Housing_Close,Industrial_Open,Industrial_Close,Insurance_Open,Insurance_Close,Oil-Gas_Open,Oil-Gas_Close,Semiconductor_Open,Semiconductor_Close,Telecom_Open,Telecom_Close,Utility_Open,Utility_Close,S&P500 Same-Day Change,S&P500 1-Day Change,S&P500 2-Day Change,DJ Same-Day Change,DJ 1-Day Change,DJ 2-Day Change,NAS Same-Day Change,NAS 1-Day Change,NAS 2-Day Change,Banking Same-Day Change,Banking 1-Day Change,Biotech Same-Day Change,Biotech 1-Day Change,Healthcare Same-Day Change,Healthcare 1-Day Change,Housing Same-Day Change,Housing 1-Day Change,Industrial Same-Day Change,Industrial 1-Day Change,Insurance Same-Day Change,Insurance 1-Day Change,Oil Same-Day Change,Oil 1-Day Change,Semiconductor Same-Day Change,Semiconductor 1-Day Change,Telecom Same-Day Change,Telecom 1-Day Change,Utility Same-Day Change,Utility 1-Day Change
2013-08-01,1689.42,1706.87,15503.8496,15628.0195,3654.1799,3675.74,2395.48999,2420.129883,2079.590088,2094.909912,485.959991,488.339996,178.850006,179.169998,3284.590088,3311.570068,6191.1401369999985,6214.060059,263.019989,266.790009,481.929993,486.600006,244.02999900000003,245.020004,510.5,512.549988,1.03,0.16,0.02,0.8,0.19,-0.1,0.59,0.38,0.47,1.03,-0.15,0.74,0.14,0.49,0.05,0.18,1.28,0.82,0.4,0.37,-0.58,1.43,0.27,0.97,-0.66,0.41,0.64,0.4,-0.08
2013-08-02,1706.1,1709.67,15627.5596,15658.3604,3671.1101,3689.5901,2410.23999,2416.52002,2094.949951,2097.899902,487.80999800000006,488.570007,179.050003,181.470001,3307.02002,3324.699951,6186.069824,6177.899902,266.320007,267.519989,483.9800110000001,483.380005,244.220001,246.580002,512.0599980000002,512.159973,0.21,-0.15,-0.72,0.2,-0.3,-0.89,0.5,0.09,-0.65,0.26,0.17,0.14,-0.21,0.16,-0.19,1.35,-0.95,0.53,0.1,-0.13,-0.36,0.45,-0.44,-0.12,-0.26,0.97,0.6,0.02,-0.72
2013-08-05,1708.01,1707.14,15651.9805,15612.1299,3682.6699,3692.95,2414.159912,2420.530029,2095.110107,2093.47998,487.950012,487.64999400000005,181.100006,179.75,3317.649902,3328.01001,6160.580078,6155.799805,266.820007,266.339996,481.48999,482.14001500000006,246.02999900000003,248.059998,510.040009,508.459991,-0.05,-0.57,-0.95,-0.25,-0.6,-0.91,0.28,-0.74,-1.05,0.26,-0.92,-0.08,-2.11,-0.06,-1.62,-0.75,-2.19,0.31,-0.44,-0.08,-0.55,-0.18,-1.27,0.14,-0.72,0.83,-0.52,-0.31,-0.56
2013-08-06,1705.79,1697.37,15608.4404,15518.7402,3685.3899,3665.77,2416.560059,2398.310059,2083.52002,2049.389893,486.01001,479.76001,179.339996,175.809998,3319.649902,3313.47998,6171.720215,6121.910156,265.880005,262.970001,481.339996,478.679993,248.02999900000003,246.77999900000003,507.9800110000001,505.609985,-0.49,-0.38,0.01,-0.57,-0.31,-0.13,-0.53,-0.32,0.09,-0.76,-0.7,-1.64,0.21,-1.29,0.38,-1.97,-2.02,-0.19,-0.73,-0.81,-0.36,-1.09,-0.08,-0.55,-0.95,-0.5,-0.13,-0.47,0.51
2013-08-07,1695.3,1690.91,15516.21,15470.6699,3658.53,3654.01,2393.610107,2381.47998,2045.050049,2053.679932,478.700012,481.579987,175.089996,172.25,3306.429932,3289.25,6108.560059,6099.930176,262.230011,262.75,477.220001,474.119995,248.050003,246.449997,504.339996,508.179993,-0.26,0.39,0.03,-0.29,0.18,-0.29,-0.12,0.41,0.17,-0.51,0.36,0.42,-0.47,0.6,-0.43,-1.62,0.16,-0.52,0.79,-0.14,-0.55,0.2,0.76,-0.65,0.04,-0.65,0.36,0.76,0.41
2013-08-08,1693.35,1697.48,15477.2695,15498.3203,3672.21,3669.1201,2395.310059,2389.939941,2062.469971,2044.050049,483.799988,479.5,173.309998,172.520004,3311.23999,3315.080078,6107.370117,6066.22998,263.570007,264.75,475.540009,474.30999800000006,247.710007,247.330002,509.019989,510.279999,0.24,-0.36,-0.47,0.14,-0.47,-0.51,-0.08,-0.25,0.02,-0.22,-0.4,-0.89,-0.19,-0.89,-0.28,-0.46,0.28,0.12,-0.04,-0.67,-0.08,0.45,-0.4,-0.26,-0.54,-0.15,-0.23,0.25,-0.69
2013-08-09,1696.1,1691.42,15496.6299,15425.5098,3664.27,3660.1101,2386.439941,2380.320068,2036.569946,2040.079956,477.369995,478.14999400000005,172.0,173.0,3315.0,3313.780029,6061.950195,6061.3901369999985,264.380005,263.700012,472.709991,471.76001,248.77999900000003,246.75,510.25,506.779999,-0.28,-0.12,0.16,-0.46,-0.04,0.17,-0.11,0.27,0.66,-0.26,0.11,0.17,-0.87,0.16,-0.7,0.58,-0.05,-0.04,0.05,-0.01,-0.29,-0.26,-0.17,-0.2,0.39,-0.82,0.93,-0.68,-0.64
2013-08-12,1688.37,1689.47,15415.2197,15419.6797,3645.78,3669.95,2370.070068,2383.02002,2027.310059,2022.280029,475.51001,474.779999,172.100006,172.919998,3297.139893,3315.3701170000004,6022.22998,6043.839844,262.76001,263.26001,470.14999400000005,473.619995,245.929993,249.050003,504.959991,503.55999800000006,0.07,0.28,-0.24,0.03,0.2,-0.53,0.66,0.39,-0.02,0.55,0.02,-0.25,0.08,-0.15,0.07,0.48,-1.77,0.55,0.05,0.36,-0.12,0.19,0.36,0.74,1.15,1.27,0.21,-0.28,-0.53
2013-08-13,1690.65,1694.16,15420.6797,15451.0098,3675.3701,3684.4399,2384.649902,2383.5,2025.530029,2023.880005,475.39001500000006,475.100006,173.139999,169.860001,3320.689941,3316.909912,6042.529785,6036.330078,263.329987,264.209991,475.529999,479.070007,249.610001,249.570007,503.660004,500.89999400000005,0.21,-0.52,-1.94,0.2,-0.73,-2.19,0.25,-0.41,-2.13,-0.05,-0.15,-0.08,-0.28,-0.06,-0.43,-1.89,-0.62,-0.11,-0.87,-0.1,0.54,0.33,-0.59,0.74,-1.61,-0.02,-0.07,-0.55,-0.88
2013-08-14,1693.88,1685.39,15447.71,15337.6602,3683.97,3669.27,2383.340088,2379.850098,2027.030029,2018.290039,475.420013,473.070007,169.919998,168.809998,3311.300049,3288.070068,6029.830078,6068.720215,264.519989,262.640015,472.80999800000006,471.339996,249.820007,249.389999,500.049988,496.5,-0.5,-1.43,-1.75,-0.71,-1.47,-1.67,-0.4,-1.72,-1.81,-0.15,-1.11,-0.43,-2.27,-0.49,-2.06,-0.65,1.25,-0.7,-1.73,0.64,-1.48,-0.71,-0.59,-0.31,-2.23,-0.17,-4.36,-0.71,-1.35
2013-08-15,1679.61,1661.3199,15332.71,15112.1904,3625.3601,3606.1201,2362.879883,2353.550049,1990.920044,1972.410034,467.040009,463.30999800000006,167.25,170.919998,3254.550049,3231.189941,6032.060059,5978.700195,261.899994,261.079987,464.519989,460.839996,239.309998,238.50999500000003,493.48999,489.80999800000006,-1.09,-0.33,-0.92,-1.44,-0.2,-0.67,-0.53,-0.09,-0.47,-0.39,0.21,-0.93,-0.52,-0.8,-0.4,2.19,0.19,-0.72,-0.23,-0.88,0.07,-0.31,-0.47,-0.79,0.35,-0.33,-0.68,-0.75,-1.11
2013-08-16,1661.22,1655.83,15112.5703,15081.4697,3603.78,3602.78,2348.139893,2358.600098,1969.849976,1962.119995,462.579987,461.450012,170.899994,171.25,3226.26001,3223.810059,5984.009765999999,5983.009765999999,261.059998,259.839996,460.339996,462.459991,238.75,236.889999,489.700012,484.350006,-0.32,-0.59,-0.21,-0.21,-0.47,-0.52,-0.03,-0.38,0.3,0.45,-0.77,-0.39,-0.43,-0.24,-0.22,0.2,-2.58,-0.08,-0.73,-0.02,-1.06,-0.47,-1.25,0.46,-0.69,-0.78,-0.57,-1.09,-0.86
2013-08-19,1655.25,1646.0601,15076.79,15010.7402,3601.8799,3589.0901,2354.780029,2340.379883,1960.569946,1953.73999,461.079987,460.429993,171.03999299999995,166.830002,3221.290039,3200.169922,5971.600098,5919.680176,259.200012,256.579987,462.14001500000006,459.290009,236.449997,235.52999900000003,483.700012,480.200012,-0.56,0.38,-0.2,-0.44,-0.05,-0.75,-0.36,0.68,0.3,-0.61,1.36,-0.35,1.24,-0.14,1.09,-2.46,2.84,-0.66,1.01,-0.87,0.84,-1.01,0.63,-0.62,0.55,-0.39,0.56,-0.72,0.81
2013-08-20,1646.8101,1652.35,15011.8203,15002.9902,3596.77,3613.5901,2343.780029,2372.169922,1957.75,1978.02002,461.109985,465.459991,167.300003,171.559998,3208.139893,3232.469971,5927.6098630000015,5969.490234000001,256.480011,258.200012,459.619995,461.829987,235.600006,236.860001,480.410004,484.089996,0.34,-0.58,0.28,-0.06,-0.7,-0.26,0.47,-0.38,0.7,1.21,-0.87,1.04,0.86,0.94,0.41,2.55,-0.3,0.76,-0.85,0.71,-1.18,0.67,-0.88,0.48,-0.71,0.53,-0.79,0.77,-1.19
2013-08-21,1650.66,1642.8,14993.8096,14897.5498,3603.6799,3599.79,2365.689941,2351.550049,1978.390015,1995.079956,464.410004,467.359985,170.910004,171.050003,3216.179932,3205.0,5946.620117,5898.839844,257.519989,255.919998,459.459991,458.529999,236.710007,235.0,483.100006,478.320007,-0.48,0.86,1.26,-0.64,0.44,0.76,-0.11,1.08,1.61,-0.6,1.41,0.84,1.16,0.64,1.2,0.08,1.44,-0.35,1.27,-0.8,1.04,-0.62,1.5,-0.2,1.16,-0.72,0.24,-0.99,0.67
2013-08-22,1645.03,1656.96,14908.5996,14963.7402,3614.1399,3638.71,2355.030029,2384.76001,2002.119995,2018.290039,468.940002,472.9800110000001,171.240005,173.509995,3216.439941,3245.649902,5912.799805,5960.3598630000015,256.630005,259.76001,460.170013,463.829987,235.270004,235.570007,479.05999800000006,481.519989,0.73,0.39,-0.01,0.37,0.31,-0.12,0.68,0.52,0.52,1.26,-0.39,0.81,-0.06,0.86,-0.09,1.33,-1.63,0.91,0.31,0.8,-0.55,1.22,0.68,0.8,-0.0,0.13,0.11,0.51,0.78
2013-08-23,1659.92,1663.5,14988.7803,15010.5098,3659.21,3657.79,2386.73999,2375.52002,2020.660034,2017.050049,473.540009,472.570007,173.720001,170.679993,3252.659912,3255.659912,5959.799805,5927.350098,260.25,261.519989,464.380005,463.820007,235.990005,235.820007,482.170013,485.290009,0.22,-0.4,-1.98,0.14,-0.43,-1.56,-0.04,-0.01,-2.17,-0.47,-0.75,-0.18,2.05,-0.2,1.81,-1.75,0.21,0.09,-0.3,-0.54,-0.45,0.49,-0.04,-0.12,-0.19,-0.07,-0.18,0.65,-0.78
2013-08-26,1664.29,1656.78,15014.5801,14946.46,3661.8101,3657.5701,2377.22998,2357.790039,2031.849976,2058.449951,476.130005,481.119995,170.610001,171.029999,3258.550049,3245.73999,5930.850098,5900.759765999999,262.269989,261.410004,464.619995,462.920013,235.679993,235.399994,485.359985,481.48999,-0.45,-1.59,-1.32,-0.45,-1.14,-0.82,-0.12,-2.16,-1.76,-0.82,-3.08,1.31,-3.0,1.05,-2.71,0.25,-2.21,-0.39,-1.64,-0.51,-1.76,-0.33,-1.11,-0.37,-2.53,-0.12,-1.77,-0.8,-0.06
2013-08-27,1652.54,1630.48,14939.25,14776.1299,3616.0601,3578.52,2332.48999,2285.219971,2032.640015,1996.73999,475.049988,468.070007,169.53999299999995,167.25,3212.379883,3192.3701170000004,5854.3598630000015,5796.919922,260.769989,258.5,458.089996,451.209991,233.139999,231.240005,479.380005,481.190002,-1.33,0.27,0.47,-1.09,0.33,0.44,-1.04,0.41,1.17,-2.03,0.24,-1.77,1.13,-1.47,0.93,-1.35,-0.35,-0.62,0.28,-0.98,-0.24,-0.87,1.33,-1.5,1.15,-0.81,0.09,0.38,0.29
2013-08-28,1630.25,1634.96,14770.9902,14824.5098,3579.1101,3593.3501,2284.51001,2290.73999,1997.369995,2019.219971,468.040009,472.429993,166.919998,166.660004,3192.73999,3201.350098,5793.240234000001,5782.910156,258.600006,261.950012,452.209991,456.39001500000006,231.050003,231.440002,480.859985,482.570007,0.29,0.2,-0.12,0.36,0.11,-0.1,0.4,0.75,-0.1,0.27,0.54,1.09,1.24,0.94,0.97,-0.16,1.66,0.27,0.72,-0.18,0.77,1.3,-1.21,0.92,1.19,0.17,1.32,0.36,-0.56
2013-08-29,1633.5,1638.17,14817.9102,14840.9502,3587.0701,3620.3,2285.149902,2303.179932,2013.219971,2044.300049,471.01001,476.98999,166.160004,169.419998,3190.22998,3224.540039,5771.669922,5827.339844,261.329987,258.769989,456.170013,461.820007,233.75,234.5,481.269989,479.880005,0.29,-0.32,0.1,0.16,-0.21,-0.05,0.93,-0.84,-0.21,0.79,-1.42,1.54,-1.05,1.27,-0.93,1.96,-1.39,1.08,-0.82,0.96,-1.15,-0.98,-0.81,1.24,-0.89,0.32,-0.63,-0.29,0.03
2013-08-30,1638.89,1632.97,14844.0996,14810.3096,3621.5901,3589.8701,2301.780029,2270.560059,2043.849976,2022.819946,476.850006,472.55999800000006,169.259995,167.070007,3226.689941,3198.189941,5826.080078,5760.240234000001,258.559998,256.670013,461.89001500000006,457.700012,234.75,233.020004,480.119995,480.040009,-0.36,0.42,1.23,-0.23,0.16,0.81,-0.88,0.63,1.65,-1.36,0.23,-1.03,2.06,-0.9,1.63,-1.29,0.48,-0.88,0.86,-1.13,0.62,-0.73,0.67,-0.91,0.86,-0.74,0.59,-0.02,-1.13
2013-09-03,1635.95,1639.77,14801.5498,14833.96,3622.6399,3612.6101,2294.040039,2275.73999,2050.419922,2064.51001,478.829987,480.26001,167.809998,167.880005,3242.48999,3225.780029,5818.910156,5795.759765999999,257.359985,258.390015,462.940002,461.64001500000006,234.899994,234.399994,482.079987,474.630005,0.23,0.81,0.93,0.22,0.65,0.7,-0.28,1.01,1.28,-0.8,0.28,0.69,1.95,0.3,1.5,0.04,0.03,-0.52,0.84,-0.4,-0.27,0.4,1.59,-0.28,2.58,-0.21,1.44,-1.55,-0.17
