Date,S&P500 Open,S&P500 Close,DJ Open,DJ Close,NAS Open,NAS Close,Bank_Open,Bank_Close,Biotech_Open,Biotech_Close,Healthcare_Open,Healthcare_Close,Housing_Open,Housing_Close,Industrial_Open,Industrial_Close,Insurance_Open,Insurance_Close,Oil-Gas_Open,Oil-Gas_Close,Semiconductor_Open,Semiconductor_Close,Telecom_Open,Telecom_Close,Utility_Open,Utility_Close
2013-07-17,1677.9100,1680.9100,15456.9199,15470.5195,3608.1299,3610.0000,2339.949951,2343.409912,2002.810059,2007.8299559999998,469.85998499999994,471.119995,183.559998,185.0,3253.199951,3253.949951,6168.290039,6171.569824,264.5,265.149994,491.339996,491.579987,242.520004,242.460007,511.32000700000003,509.14001500000006
2013-07-18,1681.0500,1689.3700,15465.9102,15548.5400,3610.0300,3611.2800,2345.48999,2376.75,2008.0,2004.869995,471.290009,471.51000999999997,185.570007,184.729996,3248.820068,3259.939941,6183.649902,6220.209961,266.130005,268.649994,492.10000599999995,487.22000099999997,243.059998,243.17999300000002,510.10998499999994,514.01001
2013-07-19,1686.1500,1692.0900,15524.2695,15543.7402,3581.8999,3587.6101,2371.860107,2384.090088,1999.280029,2036.630005,468.459991,478.48001100000005,184.5,186.029999,3255.080078,3257.540039,6205.419922,6228.97998,268.839996,272.049988,484.420013,486.170013,243.63999900000002,243.36000099999998,514.090027,513.23999
2013-07-22,1694.4100,1695.5300,15543.9697,15545.5498,3599.8701,3600.3899,2381.699951,2404.6298829999996,2042.869995,2045.77002,479.950012,480.290009,186.429993,184.360001,3272.929932,3265.679932,6199.140136999999,6241.149902,272.149994,271.329987,487.01000999999997,485.14999400000005,243.979996,243.55000299999998,513.3099980000001,513.320007
2013-07-23,1696.6300,1692.3900,15547.0000,15567.7402,3606.7000,3579.2700,2407.100098,2410.850098,2045.8299559999998,2009.810059,480.19000199999994,473.790009,184.919998,185.929993,3272.709961,3255.48999,6231.109863000001,6157.279785,271.75,270.070007,486.73999000000003,483.51998899999995,243.86000099999998,242.479996,513.840027,514.6099849999999
2013-07-24,1696.0601,1685.9399,15576.6904,15542.2402,3605.2600,3579.6001,2419.189941,2419.5,2023.130005,2014.390015,476.35998499999994,473.94000199999994,186.320007,181.020004,3265.709961,3230.899902,6183.689941,6129.109863000001,270.47000099999997,266.630005,483.23999000000003,474.69000199999994,244.47000099999997,241.88000499999998,514.049988,506.589996
2013-07-25,1685.2100,1690.2500,15539.1699,15555.6104,3589.4600,3605.1899,2409.649902,2413.389893,2020.540039,2041.869995,475.39999400000005,479.57000700000003,180.570007,174.779999,3230.76001,3252.810059,6111.759765999999,6194.47998,266.149994,265.679993,473.42999299999997,477.39999400000005,242.0,242.30000299999998,505.76000999999997,507.959991
2013-07-26,1687.3101,1691.6500,15547.8496,15558.8301,3584.8501,3613.1599,2402.27002,2402.340088,2030.910034,2051.669922,478.64001500000006,482.14999400000005,176.020004,176.639999,3234.439941,3266.449951,6179.629883,6180.299805,265.22000099999997,262.790009,472.950012,473.119995,240.520004,241.649994,506.200012,510.39001500000006
2013-07-29,1690.3199,1685.3300,15557.1396,15521.9697,3604.2900,3599.1399,2399.449951,2377.570068,2043.75,2033.2399899999998,480.82000700000003,478.160004,176.369995,175.639999,3258.330078,3246.070068,6162.180176,6141.0,262.410004,260.209991,471.76000999999997,469.97000099999997,240.88999900000002,240.52999900000003,509.420013,511.959991
2013-07-30,1687.9200,1685.9600,15534.4902,15520.5898,3612.3601,3616.4700,2384.899902,2377.0,2045.219971,2059.050049,479.48001100000005,481.23001100000005,175.96000700000002,175.699997,3256.669922,3240.76001,6168.450195,6117.700195,261.049988,260.52999900000003,471.10998499999994,475.589996,241.58999599999999,242.479996,513.77002,513.450012
2013-07-31,1687.7600,1685.7300,15528.5703,15499.5400,3627.6599,3626.3701,2381.8798829999996,2378.550049,2060.800049,2065.810059,480.869995,482.119995,175.889999,177.679993,3258.659912,3260.699951,6152.069824,6140.560059,261.0,262.200012,476.10998499999994,477.77999900000003,242.92999300000002,242.169998,512.549988,508.880005
2013-08-01,1689.4200,1706.8700,15503.8496,15628.0195,3654.1799,3675.7400,2395.48999,2420.1298829999996,2079.590088,2094.909912,485.959991,488.339996,178.850006,179.169998,3284.590088,3311.570068,6191.140136999999,6214.060059,263.019989,266.790009,481.92999299999997,486.60000599999995,244.02999900000003,245.020004,510.5,512.549988
2013-08-02,1706.1000,1709.6700,15627.5596,15658.3604,3671.1101,3689.5901,2410.23999,2416.52002,2094.949951,2097.899902,487.80999800000006,488.57000700000003,179.050003,181.470001,3307.02002,3324.699951,6186.069824,6177.899902,266.320007,267.519989,483.98001100000005,483.380005,244.22000099999997,246.580002,512.0599980000001,512.159973
2013-08-05,1708.0100,1707.1400,15651.9805,15612.1299,3682.6699,3692.9500,2414.159912,2420.530029,2095.110107,2093.47998,487.950012,487.64999400000005,181.100006,179.75,3317.649902,3328.01001,6160.580078,6155.799805,266.820007,266.339996,481.48999000000003,482.14001500000006,246.02999900000003,248.059998,510.040009,508.459991
2013-08-06,1705.7900,1697.3700,15608.4404,15518.7402,3685.3899,3665.7700,2416.560059,2398.310059,2083.52002,2049.389893,486.01000999999997,479.76000999999997,179.33999599999999,175.809998,3319.649902,3313.47998,6171.720215,6121.910156,265.880005,262.97000099999997,481.339996,478.67999299999997,248.02999900000003,246.77999900000003,507.98001100000005,505.60998499999994
2013-08-07,1695.3000,1690.9100,15516.2100,15470.6699,3658.5300,3654.0100,2393.610107,2381.47998,2045.050049,2053.679932,478.700012,481.579987,175.08999599999999,172.25,3306.429932,3289.25,6108.560059,6099.930176,262.230011,262.75,477.22000099999997,474.119995,248.05000299999998,246.44999700000002,504.339996,508.17999299999997
2013-08-08,1693.3500,1697.4800,15477.2695,15498.3203,3672.2100,3669.1201,2395.310059,2389.939941,2062.469971,2044.050049,483.799988,479.5,173.309998,172.520004,3311.23999,3315.080078,6107.370117,6066.22998,263.570007,264.75,475.540009,474.30999800000006,247.710007,247.330002,509.01998899999995,510.27999900000003
2013-08-09,1696.1000,1691.4200,15496.6299,15425.5098,3664.2700,3660.1101,2386.439941,2380.320068,2036.569946,2040.0799559999998,477.369995,478.14999400000005,172.0,173.0,3315.0,3313.780029,6061.950195,6061.390136999999,264.380005,263.700012,472.709991,471.76000999999997,248.77999900000003,246.75,510.25,506.77999900000003
2013-08-12,1688.3700,1689.4700,15415.2197,15419.6797,3645.7800,3669.9500,2370.070068,2383.02002,2027.310059,2022.280029,475.51000999999997,474.77999900000003,172.100006,172.919998,3297.139893,3315.3701170000004,6022.22998,6043.839844,262.76001,263.26001,470.14999400000005,473.619995,245.92999300000002,249.05000299999998,504.959991,503.55999800000006
2013-08-13,1690.6500,1694.1600,15420.6797,15451.0098,3675.3701,3684.4399,2384.649902,2383.5,2025.530029,2023.880005,475.39001500000006,475.10000599999995,173.139999,169.860001,3320.689941,3316.909912,6042.529785,6036.330078,263.329987,264.209991,475.52999900000003,479.07000700000003,249.61000099999998,249.57000699999998,503.660004,500.89999400000005
2013-08-14,1693.8800,1685.3900,15447.7100,15337.6602,3683.9700,3669.2700,2383.340088,2379.850098,2027.030029,2018.290039,475.420013,473.07000700000003,169.919998,168.809998,3311.300049,3288.070068,6029.830078,6068.720215,264.519989,262.640015,472.80999800000006,471.339996,249.82000699999998,249.38999900000002,500.049988,496.5
2013-08-15,1679.6100,1661.3199,15332.7100,15112.1904,3625.3601,3606.1201,2362.8798829999996,2353.550049,1990.9200440000002,1972.410034,467.040009,463.30999800000006,167.25,170.919998,3254.550049,3231.189941,6032.060059,5978.700195,261.899994,261.079987,464.51998899999995,460.839996,239.309998,238.50999500000003,493.48999000000003,489.80999800000006
2013-08-16,1661.2200,1655.8300,15112.5703,15081.4697,3603.7800,3602.7800,2348.139893,2358.600098,1969.8499760000002,1962.119995,462.579987,461.450012,170.899994,171.25,3226.26001,3223.810059,5984.009765999999,5983.009765999999,261.059998,259.839996,460.339996,462.459991,238.75,236.88999900000002,489.700012,484.35000599999995
2013-08-19,1655.2500,1646.0601,15076.7900,15010.7402,3601.8799,3589.0901,2354.780029,2340.3798829999996,1960.569946,1953.7399899999998,461.079987,460.42999299999997,171.03999299999998,166.830002,3221.290039,3200.169922,5971.600098,5919.680176,259.200012,256.579987,462.14001500000006,459.290009,236.44999700000002,235.52999900000003,483.700012,480.200012
2013-08-20,1646.8101,1652.3500,15011.8203,15002.9902,3596.7700,3613.5901,2343.780029,2372.169922,1957.75,1978.02002,461.10998499999994,465.459991,167.300003,171.559998,3208.139893,3232.469971,5927.609863000001,5969.490234000001,256.480011,258.200012,459.619995,461.829987,235.600006,236.86000099999998,480.410004,484.089996
2013-08-21,1650.6600,1642.8000,14993.8096,14897.5498,3603.6799,3599.7900,2365.689941,2351.550049,1978.390015,1995.0799559999998,464.410004,467.35998499999994,170.91000400000001,171.050003,3216.179932,3205.0,5946.620117,5898.839844,257.519989,255.919998,459.459991,458.52999900000003,236.710007,235.0,483.10000599999995,478.32000700000003
2013-08-22,1645.0300,1656.9600,14908.5996,14963.7402,3614.1399,3638.7100,2355.030029,2384.76001,2002.119995,2018.290039,468.94000199999994,472.98001100000005,171.240005,173.509995,3216.439941,3245.649902,5912.799805,5960.359863000001,256.630005,259.76001,460.170013,463.829987,235.270004,235.57000699999998,479.05999800000006,481.51998899999995
2013-08-23,1659.9200,1663.5000,14988.7803,15010.5098,3659.2100,3657.7900,2386.73999,2375.52002,2020.660034,2017.050049,473.540009,472.57000700000003,173.720001,170.679993,3252.659912,3255.659912,5959.799805,5927.350098,260.25,261.519989,464.380005,463.82000700000003,235.99000499999997,235.82000699999998,482.170013,485.290009
2013-08-26,1664.2900,1656.7800,15014.5801,14946.4600,3661.8101,3657.5701,2377.22998,2357.790039,2031.8499760000002,2058.449951,476.130005,481.119995,170.610001,171.029999,3258.550049,3245.73999,5930.850098,5900.759765999999,262.269989,261.410004,464.619995,462.920013,235.67999300000002,235.399994,485.35998499999994,481.48999000000003
2013-08-27,1652.5400,1630.4800,14939.2500,14776.1299,3616.0601,3578.5200,2332.48999,2285.219971,2032.640015,1996.7399899999998,475.049988,468.07000700000003,169.53999299999998,167.25,3212.3798829999996,3192.3701170000004,5854.359863000001,5796.919922,260.769989,258.5,458.089996,451.209991,233.13999900000002,231.24000499999997,479.380005,481.19000199999994
2013-08-28,1630.2500,1634.9600,14770.9902,14824.5098,3579.1101,3593.3501,2284.51001,2290.73999,1997.369995,2019.219971,468.040009,472.42999299999997,166.919998,166.66000400000001,3192.73999,3201.350098,5793.240234000001,5782.910156,258.600006,261.950012,452.209991,456.39001500000006,231.05000299999998,231.440002,480.85998499999994,482.57000700000003
2013-08-29,1633.5000,1638.1700,14817.9102,14840.9502,3587.0701,3620.3000,2285.149902,2303.179932,2013.219971,2044.300049,471.01000999999997,476.98999000000003,166.16000400000001,169.419998,3190.22998,3224.540039,5771.669922,5827.339844,261.329987,258.769989,456.170013,461.82000700000003,233.75,234.5,481.26998899999995,479.880005
2013-08-30,1638.8900,1632.9700,14844.0996,14810.3096,3621.5901,3589.8701,2301.780029,2270.560059,2043.8499760000002,2022.819946,476.85000599999995,472.55999800000006,169.259995,167.070007,3226.689941,3198.189941,5826.080078,5760.240234000001,258.559998,256.670013,461.89001500000006,457.700012,234.75,233.020004,480.119995,480.040009
2013-09-03,1635.9500,1639.7700,14801.5498,14833.9600,3622.6399,3612.6101,2294.040039,2275.73999,2050.419922,2064.51001,478.829987,480.26000999999997,167.809998,167.880005,3242.48999,3225.780029,5818.910156,5795.759765999999,257.359985,258.390015,462.94000199999994,461.64001500000006,234.899994,234.399994,482.079987,474.630005
2013-09-04,1640.7200,1653.0800,14832.4199,14930.8701,3619.0500,3649.0400,2275.97998,2282.209961,2064.959961,2104.8701170000004,480.26998899999995,487.47000099999997,167.779999,167.929993,3226.340088,3252.949951,5795.52002,5780.399902,258.359985,262.48999,464.549988,473.55999800000006,234.74000499999997,237.77999900000003,473.75,473.799988
2013-09-05,1653.2800,1655.0800,14929.4902,14937.4805,3652.4399,3658.7800,2284.300049,2297.790039,2108.02002,2109.3798829999996,487.92999299999997,488.27999900000003,168.149994,168.21000700000002,3256.290039,3264.189941,5783.350098,5762.72998,263.049988,265.73999,474.23001100000005,477.040009,238.440002,238.210007,473.39999400000005,472.410004
2013-09-06,1657.4399,1655.1700,14941.5498,14922.5000,3672.8201,3660.0100,2308.149902,2292.149902,2115.820068,2104.919922,489.85000599999995,487.48999000000003,168.889999,170.759995,3276.790039,3263.75,5778.589844,5734.140136999999,266.730011,267.410004,478.89999400000005,475.10000599999995,239.55000299999998,237.61999500000002,474.079987,475.829987
2013-09-09,1656.8500,1671.7100,14927.1904,15063.1201,3675.1201,3706.1799,2296.679932,2308.02002,2112.669922,2147.179932,488.76000999999997,494.92999299999997,171.220001,177.41000400000001,3275.850098,3300.8701170000004,5744.649902,5791.990234000001,267.920013,271.480011,477.19000199999994,481.420013,238.580002,241.479996,476.26998899999995,477.670013
2013-09-10,1675.1100,1683.9900,15067.2305,15191.0596,3724.6699,3729.0200,2320.8701170000004,2324.800049,2164.0,2154.3701170000004,498.42999299999997,496.55999800000006,177.830002,176.820007,3316.139893,3331.139893,5828.72998,5813.100098,271.799988,272.410004,485.420013,490.64999400000005,242.059998,242.86999500000002,479.05999800000006,481.23001100000005
2013-09-11,1681.0400,1689.1300,15194.1299,15326.5996,3710.7900,3725.0100,2321.1298829999996,2315.52002,2159.219971,2150.699951,497.72000099999997,497.48001100000005,176.690002,178.899994,3333.1298829999996,3350.590088,5797.390136999999,5793.52002,272.48999,273.079987,488.72000099999997,489.040009,243.22000099999997,244.61000099999998,481.119995,476.709991
2013-09-12,1689.2100,1683.4200,15327.1396,15300.6396,3724.5300,3715.9700,2319.3798829999996,2304.110107,2151.340088,2152.1201170000004,497.35000599999995,497.329987,178.529999,177.619995,3347.709961,3334.429932,5780.189941,5761.919922,272.929993,270.980011,489.01000999999997,486.05999800000006,244.649994,243.600006,477.05999800000006,474.829987
2013-09-13,1685.0400,1687.9900,15312.8604,15376.0596,3723.2700,3722.1799,2309.290039,2310.780029,2157.110107,2165.719971,498.369995,499.64001500000006,177.71000700000002,177.770004,3344.469971,3347.52002,5757.109863000001,5782.720215,271.019989,271.290009,486.950012,488.23001100000005,244.169998,244.16000400000001,475.80999800000006,478.60998499999994
2013-09-16,1691.7000,1697.6000,15381.3604,15494.7803,3755.0000,3717.8501,2332.540039,2315.669922,2188.47998,2174.449951,504.64001500000006,501.459991,178.029999,180.229996,3385.820068,3356.649902,5820.830078,5823.240234000001,271.910004,273.269989,492.17999299999997,490.35000599999995,245.770004,244.690002,480.339996,479.459991
2013-09-17,1697.7300,1704.7600,15503.1504,15529.7305,3725.3101,3745.7000,2315.51001,2339.840088,2177.77002,2181.77002,502.35998499999994,502.75,180.16000400000001,181.130005,3360.9499509999996,3383.6899409999996,5817.779785,5865.370117,273.440002,274.950012,492.380005,493.39999400000005,244.539993,245.63000499999998,480.27999900000003,481.69000199999994
2013-09-18,1705.7400,1725.5200,15533.0303,15676.9404,3751.2900,3783.6399,2338.290039,2332.77002,2184.48999,2206.030029,503.23001100000005,506.299988,180.949997,188.83999599999999,3380.76001,3417.850098,5856.879883,5897.560059,275.179993,277.980011,493.299988,497.670013,245.52999900000003,248.83999599999999,481.869995,496.589996
2013-09-19,1727.3400,1722.3400,15677.8604,15636.5498,3794.7000,3789.3799,2334.429932,2300.98999,2215.090088,2205.560059,508.160004,505.60998499999994,189.229996,186.71000700000002,3427.209961,3420.5200200000004,5909.0,5880.629883,278.519989,277.410004,498.950012,496.089996,246.940002,247.57000699999998,497.170013,494.450012
2013-09-20,1722.4399,1709.9100,15635.0898,15451.0898,3796.2800,3774.7300,2303.060059,2316.72998,2208.48999,2194.050049,505.540009,503.35000599999995,186.770004,182.860001,3425.100098,3414.110107,5888.839844,5876.200195,277.410004,273.109985,497.51998899999995,493.14999400000005,248.08999599999999,245.36000099999998,494.42999299999997,487.07000700000003
2013-09-23,1711.4399,1701.8400,15452.3096,15401.3799,3786.8401,3765.2900,2312.77002,2308.199951,2191.159912,2170.389893,502.329987,498.450012,182.380005,179.740005,3408.399902,3389.75,5874.029785,5870.330078,272.75,271.079987,494.829987,491.290009,244.94999700000002,243.75,486.32000700000003,492.27999900000003
2013-09-24,1702.6000,1697.4200,15402.5400,15334.5898,3771.6001,3768.2500,2308.639893,2319.709961,2173.159912,2170.790039,499.160004,497.76998899999995,180.570007,182.46000700000002,3393.1999509999996,3394.709961,5883.680176,5889.660156,271.27999900000003,271.26001,493.69000199999994,494.73001100000005,242.86999500000002,244.08999599999999,492.540009,491.660004
2013-09-25,1698.0200,1692.7700,15339.0195,15273.2598,3772.5901,3761.1001,2321.469971,2327.449951,2171.159912,2157.6298829999996,498.64001500000006,495.94000199999994,182.479996,183.110001,3397.0,3385.350098,5893.879883,5896.069824,271.839996,273.079987,495.290009,494.950012,244.710007,245.690002,491.579987,488.32000700000003
2013-09-26,1694.0500,1698.6700,15274.4199,15328.2998,3774.9500,3787.4299,2330.209961,2319.6201170000004,2166.610107,2195.350098,498.30999800000006,503.119995,183.550003,183.190002,3395.9099119999996,3418.0600590000004,5908.390136999999,5893.290039,273.51001,272.809998,496.76998899999995,494.709991,245.419998,243.080002,488.549988,487.47000099999997
2013-09-27,1695.5200,1691.7500,15317.4502,15258.2402,3767.8899,3781.5901,2306.439941,2317.610107,2179.580078,2201.669922,499.869995,504.80999800000006,182.41000400000001,180.979996,3400.23999,3413.780029,5868.419922,5862.450195,271.929993,272.019989,492.14999400000005,490.80999800000006,240.399994,240.809998,486.32000700000003,484.01000999999997
2013-09-30,1687.2600,1681.5500,15249.8203,15129.6699,3737.6001,3771.4800,2296.100098,2325.199951,2171.159912,2188.919922,498.73001100000005,503.130005,179.380005,180.75,3377.7700200000004,3406.929932,5828.680176,5834.870117,271.380005,271.170013,485.410004,490.829987,238.669998,241.669998,481.950012,483.44000199999994
2013-10-01,1682.4100,1695.0000,15132.4902,15191.7002,3774.1799,3817.9800,2325.320068,2353.219971,2197.860107,2232.52002,504.47000099999997,511.170013,180.78999299999998,181.919998,3407.030029,3446.719971,5838.890136999999,5867.080078,271.040009,274.589996,491.48999000000003,495.76998899999995,241.080002,243.24000499999997,484.14001500000006,485.27999900000003
2013-10-02,1691.9000,1693.8700,15182.6504,15133.1396,3793.1101,3815.0200,2339.209961,2328.550049,2216.22998,2224.429932,507.450012,509.299988,180.78999299999998,182.71000700000002,3422.3000490000004,3441.919922,5834.410156,5854.589844,273.75,276.329987,492.670013,495.10000599999995,241.88999900000002,244.36000099999998,483.97000099999997,486.119995
2013-10-03,1692.3500,1678.6600,15127.2305,14996.4805,3809.8999,3774.3401,2324.47998,2315.939941,2220.1201170000004,2191.330078,508.02999900000003,501.709991,182.570007,179.919998,3433.6899409999996,3403.959961,5845.459961,5797.149902,276.089996,275.559998,495.369995,493.799988,244.210007,241.669998,484.23001100000005,479.790009
2013-10-04,1678.7900,1690.5000,14994.6797,15072.5801,3774.7200,3807.7500,2313.959961,2333.600098,2196.25,2219.22998,502.57000700000003,508.700012,179.600006,177.610001,3404.2299799999996,3437.4099119999996,5787.939941,5837.419922,275.700012,278.660004,494.089996,497.72000099999997,241.330002,242.88999900000002,480.040009,480.959991
2013-10-07,1687.1500,1676.1200,15069.2998,14936.2402,3776.6399,3770.3799,2315.459961,2298.439941,2198.320068,2171.939941,504.0,500.450012,176.630005,175.91000400000001,3405.469971,3396.51001,5797.490234000001,5808.910156,277.859985,275.850006,492.790009,495.089996,240.419998,242.00999500000003,479.32000700000003,478.880005
2013-10-08,1676.2200,1655.4500,14938.0400,14776.5303,3772.2200,3694.8301,2299.209961,2283.75,2170.8798829999996,2077.850098,500.42999299999997,483.420013,175.889999,171.729996,3397.639893,3335.0,5786.569824,5724.850098,275.929993,272.609985,495.630005,486.82000700000003,242.05000299999998,238.520004,479.01000999999997,482.670013
2013-10-09,1656.9900,1656.4000,14778.1904,14802.9805,3701.6201,3677.7800,2289.290039,2290.949951,2070.600098,2028.180054,483.72000099999997,476.07000700000003,171.970001,171.690002,3336.939941,3309.949951,5743.040039,5677.189941,272.730011,271.01001,487.89001500000006,485.10998499999994,238.47000099999997,237.350006,483.82000700000003,485.369995
2013-10-10,1660.8800,1692.5601,14806.3896,15126.0703,3721.5801,3760.7500,2315.22998,2342.399902,2067.929932,2105.3798829999996,484.910004,491.60000599999995,172.679993,175.350006,3350.199951,3383.01001,5738.470215,5830.029785,271.459991,277.209991,490.02999900000003,496.48001100000005,238.850006,242.0,487.23001100000005,491.85000599999995
2013-10-11,1691.0900,1703.2000,15126.5195,15237.1104,3753.2200,3791.8701,2331.52002,2382.429932,2102.27002,2099.52002,491.579987,492.76000999999997,175.149994,178.389999,3377.419922,3418.540039,5809.720215,5879.910156,276.429993,279.0,493.51998899999995,497.380005,241.979996,244.479996,491.55999800000006,493.98999000000003
2013-10-14,1699.8600,1710.1400,15231.3301,15301.2598,3767.4900,3815.2800,2369.659912,2393.050049,2082.080078,2115.6298829999996,489.39001500000006,496.75,177.369995,177.259995,3399.8798829999996,3439.6899409999996,5853.930176,5920.580078,278.089996,281.640015,493.950012,500.98001100000005,243.27999900000003,245.38000499999998,492.339996,491.170013
2013-10-15,1709.1700,1698.0601,15300.2998,15168.0098,3810.7200,3794.0100,2388.199951,2373.8701170000004,2107.409912,2096.649902,495.05999800000006,493.57000700000003,176.639999,173.779999,3432.1599119999996,3413.8100590000004,5914.060059,5884.290039,280.630005,279.540009,500.410004,496.5,244.830002,243.63000499999998,489.77999900000003,484.51998899999995
2013-10-16,1700.4900,1721.5400,15170.7002,15373.8301,3815.0000,3839.4299,2385.77002,2402.060059,2116.530029,2158.899902,497.39999400000005,505.67999299999997,174.330002,176.139999,3436.330078,3451.5,5903.580078,5967.509765999999,280.040009,283.01001,497.040009,501.579987,244.61999500000002,245.30000299999998,486.040009,489.170013
2013-10-17,1720.1700,1733.1500,15369.4600,15371.6504,3822.8501,3863.1499,2393.340088,2419.409912,2151.409912,2178.540039,504.450012,511.450012,175.320007,180.830002,3432.679932,3467.9399409999996,5945.560059,6019.27002,282.540009,282.869995,497.94000199999994,505.089996,244.75,245.94999700000002,488.119995,496.589996
2013-10-18,1736.7200,1744.5000,15371.7100,15399.6504,3893.3601,3914.2800,2432.639893,2435.48999,2183.159912,2158.429932,512.1099849999999,509.64001500000006,181.080002,180.809998,3486.7700200000004,3503.610107,6054.5,6046.089844,283.359985,288.369995,504.5,506.44000199999994,246.49000499999997,248.08999599999999,496.579987,497.299988
2013-10-21,1745.2000,1744.6600,15401.3203,15392.2002,3922.6499,3920.0500,2433.97998,2434.969971,2161.949951,2127.090088,510.30999800000006,504.10998499999994,180.820007,179.259995,3509.0900880000004,3510.389893,6052.609863000001,6047.790039,288.190002,286.940002,507.079987,508.040009,248.57000699999998,248.66000400000001,497.10000599999995,496.459991
2013-10-22,1746.4800,1754.6700,15394.2197,15467.6602,3935.5400,3929.5701,2433.310059,2437.320068,2142.699951,2174.3701170000004,506.660004,511.299988,180.070007,183.570007,3525.969971,3530.070068,6063.910156,6081.0,287.51001,289.859985,507.76998899999995,507.119995,249.580002,248.229996,497.26000999999997,502.660004
2013-10-23,1752.2700,1746.3800,15465.3398,15413.3301,3907.3000,3907.0701,2428.26001,2438.149902,2163.52002,2184.22998,508.89999400000005,512.549988,182.919998,183.759995,3512.820068,3506.9099119999996,6050.22998,6048.819824,289.290009,283.399994,497.160004,490.10998499999994,247.399994,245.75999500000003,502.82000700000003,502.829987
